"oltIp","port","onuId","interfaceName","serialNumber","description"
"172.17.0.196","9","127","onu 1101.9.127","ADTN12345678","onu-0/9-127 - initial provision"
"172.17.0.196","10","127","onu 1101.10.127","ADTN12345678","onu-0/10-127 - initial provision"
"172.17.0.196","11","127","onu 1101.11.127","ADTN12345678","onu-0/11-127 - initial provision"
"172.17.0.196","12","127","onu 1101.12.127","ADTN12345678","onu-0/12-127 - initial provision"
"172.17.0.196","13","127","onu 1101.13.127","ADTN12345678","onu-0/13-127 - initial provision"
"172.17.0.196","14","127","onu 1101.14.127","ADTN12345678","onu-0/14-127 - initial provision"
"172.17.0.196","15","127","onu 1101.15.127","ADTN12345678","onu-0/15-127 - initial provision"
"172.17.0.196","16","127","onu 1101.0.127","ADTN12345678","onu-0/16-127 - initial provision"
"172.17.0.196","16","0","onu 1101.0.0","ATDN12345678","onu-0/0-0 - Feka Test"
"172.17.0.196","12","3","onu 1101.12.3","ADTN20116D97","onu-0/12-3 - 34 Brandling Court DH6 2QE"
"172.17.0.202","1","127","onu 1101.1.127","ADTN12345678","onu-0/1-127 - initial provision"
"172.17.0.202","2","127","onu 1101.2.127","ADTN12345678","onu-0/2-127 - initial provision"
"172.17.0.202","3","127","onu 1101.3.127","ADTN12345678","onu-0/3-127 - initial provision"
"172.17.0.202","4","127","onu 1101.4.127","ADTN12345678","onu-0/4-127 - initial provision"
"172.17.0.202","5","127","onu 1101.5.127","ADTN12345678","onu-0/5-127 - initial provision"
"172.17.0.202","6","127","onu 1101.6.127","ADTN12345678","onu-0/6-127 - initial provision"
"172.17.0.202","7","127","onu 1101.7.127","ADTN12345678","onu-0/7-127 - initial provision"
"172.17.0.202","8","127","onu 1101.8.127","ADTN12345678","onu-0/8-127 - initial provision"
"172.17.0.202","9","127","onu 1101.9.127","ADTN12345678","onu-0/9-127 - initial provision"
"172.17.0.202","10","127","onu 1101.10.127","ADTN12345678","onu-0/10-127 - initial provision"
"172.17.0.202","11","127","onu 1101.11.127","ADTN12345678","onu-0/11-127 - initial provision"
"172.17.0.202","12","127","onu 1101.12.127","ADTN12345678","onu-0/12-127 - initial provision"
"172.17.0.202","13","127","onu 1101.13.127","ADTN12345678","onu-0/13-127 - initial provision"
"172.17.0.202","14","127","onu 1101.14.127","ADTN12345678","onu-0/14-127 - initial provision"
"172.17.0.202","15","127","onu 1101.15.127","ADTN12345678","onu-0/15-127 - initial provision"
"172.17.0.204","1","127","onu 1101.1.127","ADTN12345678","onu-0/1-127 - initial provision"
"172.17.0.204","2","127","onu 1101.2.127","ADTN12345678","onu-0/2-127 - initial provision"
"172.17.0.204","3","127","onu 1101.3.127","ADTN12345678","onu-0/3-127 - initial provision"
"172.17.0.204","4","127","onu 1101.4.127","ADTN12345678","onu-0/4-127 - initial provision"
"172.17.0.204","5","127","onu 1101.5.127","ADTN12345678","onu-0/5-127 - initial provision"
"172.17.0.204","6","127","onu 1101.6.127","ADTN12345678","onu-0/6-127 - initial provision"
"172.17.0.204","7","127","onu 1101.7.127","ADTN12345678","onu-0/7-127 - initial provision"
"172.17.0.204","8","127","onu 1101.8.127","ADTN12345678","onu-0/8-127 - initial provision"
"172.17.0.204","9","127","onu 1101.9.127","ADTN12345678","onu-0/9-127 - initial provision"
"172.17.0.204","10","127","onu 1101.10.127","ADTN12345678","onu-0/10-127 - initial provision"
"172.17.0.204","11","127","onu 1101.11.127","ADTN12345678","onu-0/11-127 - initial provision"
"172.17.0.204","12","127","onu 1101.12.127","ADTN12345678","onu-0/12-127 - initial provision"
"172.17.0.204","13","127","onu 1101.13.127","ADTN12345678","onu-0/13-127 - initial provision"
"172.17.0.204","14","127","onu 1101.14.127","ADTN12345678","onu-0/14-127 - initial provision"
"172.17.0.204","15","127","onu 1101.15.127","ADTN12345678","onu-0/15-127 - initial provision"
"172.17.0.204","11","0","onu 1101.11.0","ADTN2010128D","onu-0/11-0 - Horden Library"
"172.17.0.198","9","2","onu 1101.9.2","ADTN2011294C","onu-0/9-1 - unused"
"172.17.0.198","1","127","onu 1101.1.127","ADTN12345678","onu-0/1-127 - initial provision"
"172.17.0.198","2","127","onu 1101.2.127","ADTN12345678","onu-0/2-127 - initial provision"
"172.17.0.198","3","127","onu 1101.3.127","ADTN12345678","onu-0/3-127 - initial provision"
"172.17.0.198","4","127","onu 1101.4.127","ADTN12345678","onu-0/4-127 - initial provision"
"172.17.0.198","5","127","onu 1101.5.127","ADTN12345678","onu-0/5-127 - initial provision"
"172.17.0.198","6","127","onu 1101.6.127","ADTN12345678","onu-0/6-127 - initial provision"
"172.17.0.198","7","127","onu 1101.7.127","ADTN12345678","onu-0/7-127 - initial provision"
"172.17.0.198","8","127","onu 1101.8.127","ADTN12345678","onu-0/8-127 - initial provision"
"172.17.0.198","9","127","onu 1101.9.127","ADTN12345678","onu-0/9-127 - initial provision"
"172.17.0.198","10","127","onu 1101.10.127","ADTN12345678","onu-0/10-127 - initial provision"
"172.17.0.198","11","127","onu 1101.11.127","ADTN12345678","onu-0/11-127 - initial provision"
"172.17.0.198","12","127","onu 1101.12.127","ADTN12345678","onu-0/12-127 - initial provision"
"172.17.0.198","13","127","onu 1101.13.127","ADTN12345678","onu-0/13-127 - initial provision"
"172.17.0.198","14","127","onu 1101.14.127","ADTN12345678","onu-0/14-127 - initial provision"
"172.17.0.198","15","127","onu 1101.15.127","ADTN12345678","onu-0/15-127 - initial provision"
"172.17.0.198","16","127","onu 1101.0.127","ADTN12345678","onu-0/16-127 - initial provision"
"172.17.0.198","8","8","onu 1101.8.8","ADTN20111E5F","onu-0/8-8 - FEKA TEST"
"172.17.0.198","15","1","onu 1101.15.1","ADTN12345678","onu-0/15-1 - odin test provision"
"172.17.0.199","1","127","onu 1101.1.127","ADTN12345678","onu-0/1-127 - initial provision"
"172.17.0.199","2","127","onu 1101.2.127","ADTN12345678","onu-0/2-127 - initial provision"
"172.17.0.199","3","127","onu 1101.3.127","ADTN12345678","onu-0/3-127 - initial provision"
"172.17.0.199","4","127","onu 1101.4.127","ADTN12345678","onu-0/4-127 - initial provision"
"172.17.0.199","5","127","onu 1101.5.127","ADTN12345678","onu-0/5-127 - initial provision"
"172.17.0.199","6","127","onu 1101.6.127","ADTN12345678","onu-0/6-127 - initial provision"
"172.17.0.199","7","127","onu 1101.7.127","ADTN12345678","onu-0/7-127 - initial provision"
"172.17.0.199","8","127","onu 1101.8.127","ADTN12345678","onu-0/8-127 - initial provision"
"172.17.0.199","9","127","onu 1101.9.127","ADTN12345678","onu-0/9-127 - initial provision"
"172.17.0.199","10","127","onu 1101.10.127","ADTN12345678","onu-0/10-127 - initial provision"
"172.17.0.199","11","127","onu 1101.11.127","ADTN12345678","onu-0/11-127 - initial provision"
"172.17.0.199","12","127","onu 1101.12.127","ADTN12345678","onu-0/12-127 - initial provision"
"172.17.0.199","13","127","onu 1101.13.127","ADTN12345678","onu-0/13-127 - initial provision"
"172.17.0.199","14","127","onu 1101.14.127","ADTN12345678","onu-0/14-127 - initial provision"
"172.17.0.199","15","127","onu 1101.15.127","ADTN12345678","onu-0/15-127 - initial provision"
"172.17.0.203","1","127","onu 1101.1.127","ADTN12345678","onu-0/1-127 - initial provision"
"172.17.0.203","2","127","onu 1101.2.127","ADTN12345678","onu-0/2-127 - initial provision"
"172.17.0.203","3","127","onu 1101.3.127","ADTN12345678","onu-0/3-127 - initial provision"
"172.17.0.203","4","127","onu 1101.4.127","ADTN12345678","onu-0/4-127 - initial provision"
"172.17.0.203","5","127","onu 1101.5.127","ADTN12345678","onu-0/5-127 - initial provision"
"172.17.0.203","6","127","onu 1101.6.127","ADTN12345678","onu-0/6-127 - initial provision"
"172.17.0.203","7","127","onu 1101.7.127","ADTN12345678","onu-0/7-127 - initial provision"
"172.17.0.203","8","127","onu 1101.8.127","ADTN12345678","onu-0/8-127 - initial provision"
"172.17.0.203","9","127","onu 1101.9.127","ADTN12345678","onu-0/9-127 - initial provision"
"172.17.0.203","10","127","onu 1101.10.127","ADTN12345678","onu-0/10-127 - initial provision"
"172.17.0.203","11","127","onu 1101.11.127","ADTN12345678","onu-0/11-127 - initial provision"
"172.17.0.203","12","127","onu 1101.12.127","ADTN12345678","onu-0/12-127 - initial provision"
"172.17.0.203","13","127","onu 1101.13.127","ADTN12345678","onu-0/13-127 - initial provision"
"172.17.0.203","14","127","onu 1101.14.127","ADTN12345678","onu-0/14-127 - initial provision"
"172.17.0.203","15","127","onu 1101.15.127","ADTN12345678","onu-0/15-127 - initial provision"
"172.17.0.203","16","0","onu 1101.0.0","ATDN12345678","onu-0/0-0 - Feka Test"
"172.17.0.203","1","127","onu 1101.1.127","ADTN12345678","onu-0/1-127 - initial provision"
"172.17.0.203","2","127","onu 1101.2.127","ADTN12345678","onu-0/2-127 - initial provision"
"172.17.0.203","3","127","onu 1101.3.127","ADTN12345678","onu-0/3-127 - initial provision"
"172.17.0.203","4","127","onu 1101.4.127","ADTN12345678","onu-0/4-127 - initial provision"
"172.17.0.203","5","127","onu 1101.5.127","ADTN12345678","onu-0/5-127 - initial provision"
"172.17.0.203","6","127","onu 1101.6.127","ADTN12345678","onu-0/6-127 - initial provision"
"172.17.0.203","7","127","onu 1101.7.127","ADTN12345678","onu-0/7-127 - initial provision"
"172.17.0.203","8","127","onu 1101.8.127","ADTN12345678","onu-0/8-127 - initial provision"
"172.17.0.203","9","127","onu 1101.9.127","ADTN12345678","onu-0/9-127 - initial provision"
"172.17.0.203","10","127","onu 1101.10.127","ADTN12345678","onu-0/10-127 - initial provision"
"172.17.0.203","11","127","onu 1101.11.127","ADTN12345678","onu-0/11-127 - initial provision"
"172.17.0.203","12","127","onu 1101.12.127","ADTN12345678","onu-0/12-127 - initial provision"
"172.17.0.203","13","127","onu 1101.13.127","ADTN12345678","onu-0/13-127 - initial provision"
"172.17.0.203","14","127","onu 1101.14.127","ADTN12345678","onu-0/14-127 - initial provision"
"172.17.0.203","15","127","onu 1101.15.127","ADTN12345678","onu-0/15-127 - initial provision"
"172.17.0.203","16","0","onu 1101.0.0","ATDN12345678","onu-0/0-0 - Feka Test"
"172.17.1.71","1","127","onu 1101.1.127","ADTN12345678","onu-0/1-127 - initial provision"
"172.17.1.71","2","127","onu 1101.2.127","ADTN12345678","onu-0/2-127 - initial provision"
"172.17.1.71","3","127","onu 1101.3.127","ADTN12345678","onu-0/3-127 - initial provision"
"172.17.1.71","4","127","onu 1101.4.127","ADTN12345678","onu-0/4-127 - initial provision"
"172.17.1.71","5","127","onu 1101.5.127","ADTN12345678","onu-0/5-127 - initial provision"
"172.17.1.71","6","127","onu 1101.6.127","ADTN12345678","onu-0/6-127 - initial provision"
"172.17.1.71","7","127","onu 1101.7.127","ADTN12345678","onu-0/7-127 - initial provision"
"172.17.1.71","8","127","onu 1101.8.127","ADTN12345678","onu-0/8-127 - initial provision"
"172.17.1.71","9","127","onu 1101.9.127","ADTN12345678","onu-0/9-127 - initial provision"
"172.17.1.71","10","127","onu 1101.10.127","ADTN12345678","onu-0/10-127 - initial provision"
"172.17.1.71","11","127","onu 1101.11.127","ADTN12345678","onu-0/11-127 - initial provision"
"172.17.1.71","12","127","onu 1101.12.127","ADTN12345678","onu-0/12-127 - initial provision"
"172.17.1.71","13","127","onu 1101.13.127","ADTN12345678","onu-0/13-127 - initial provision"
"172.17.1.71","14","127","onu 1101.14.127","ADTN12345678","onu-0/14-127 - initial provision"
"172.17.1.71","15","127","onu 1101.15.127","ADTN12345678","onu-0/15-127 - initial provision"
"172.17.1.71","16","127","onu 1101.0.127","ADTN12345678","onu-0/0-127 - initial provision"
"172.17.0.197","3","0","onu 1101.3.0","ADTN12345678","onu-0/3-0 - Unused"
"172.17.0.197","7","0","onu 1101.7.0","ADTN12345678","onu-0/7-0 - Unused"
"172.17.0.197","1","127","onu 1101.1.127","ADTN12345678","onu-0/1-127 - initial provision"
"172.17.0.197","2","127","onu 1101.2.127","ADTN12345678","onu-0/2-127 - initial provision"
"172.17.0.197","3","127","onu 1101.3.127","ADTN12345678","onu-0/3-127 - initial provision"
"172.17.0.197","4","127","onu 1101.4.127","ADTN12345678","onu-0/4-127 - initial provision"
"172.17.0.197","5","127","onu 1101.5.127","ADTN12345678","onu-0/5-127 - initial provision"
"172.17.0.197","6","127","onu 1101.6.127","ADTN12345678","onu-0/6-127 - initial provision"
"172.17.0.197","7","127","onu 1101.7.127","ADTN12345678","onu-0/7-127 - initial provision"
"172.17.0.197","8","127","onu 1101.8.127","ADTN12345678","onu-0/8-127 - initial provision"
"172.17.0.197","9","127","onu 1101.9.127","ADTN12345678","onu-0/9-127 - initial provision"
"172.17.0.197","10","127","onu 1101.10.127","ADTN12345678","onu-0/10-127 - initial provision"
"172.17.0.197","11","127","onu 1101.11.127","ADTN12345678","onu-0/11-127 - initial provision"
"172.17.0.197","12","127","onu 1101.12.127","ADTN12345678","onu-0/12-127 - initial provision"
"172.17.0.197","13","127","onu 1101.13.127","ADTN12345678","onu-0/13-127 - initial provision"
"172.17.0.197","14","127","onu 1101.14.127","ADTN12345678","onu-0/14-127 - initial provision"
"172.17.0.197","15","127","onu 1101.15.127","ADTN12345678","onu-0/15-127 - initial provision"
"172.17.0.197","8","7","onu 1101.8.7","ADTN11112222","onu-0/8-7 - Dummy ONU"
"172.17.0.201","1","127","onu 1101.1.127","ADTN12345678","onu-0/1-127 - initial provision"
"172.17.0.201","2","127","onu 1101.2.127","ADTN12345678","onu-0/2-127 - initial provision"
"172.17.0.201","3","127","onu 1101.3.127","ADTN12345678","onu-0/3-127 - initial provision"
"172.17.0.201","4","127","onu 1101.4.127","ADTN12345678","onu-0/4-127 - initial provision"
"172.17.0.201","5","127","onu 1101.5.127","ADTN12345678","onu-0/5-127 - initial provision"
"172.17.0.201","6","127","onu 1101.6.127","ADTN12345678","onu-0/6-127 - initial provision"
"172.17.0.201","7","127","onu 1101.7.127","ADTN12345678","onu-0/7-127 - initial provision"
"172.17.0.201","8","127","onu 1101.8.127","ADTN12345678","onu-0/8-127 - initial provision"
"172.17.0.201","9","127","onu 1101.9.127","ADTN12345678","onu-0/9-127 - initial provision"
"172.17.0.201","10","127","onu 1101.10.127","ADTN12345678","onu-0/10-127 - initial provision"
"172.17.0.201","11","127","onu 1101.11.127","ADTN12345678","onu-0/11-127 - initial provision"
"172.17.0.201","12","127","onu 1101.12.127","ADTN12345678","onu-0/12-127 - initial provision"
"172.17.0.201","13","127","onu 1101.13.127","ADTN12345678","onu-0/13-127 - initial provision"
"172.17.0.201","14","127","onu 1101.14.127","ADTN12345678","onu-0/14-127 - initial provision"
"172.17.0.201","15","127","onu 1101.15.127","ADTN12345678","onu-0/15-127 - initial provision"
"172.17.0.201","16","2","onu 1101.0.2","ADTN12345678","onu-0/0-2 - 39 Briardene Way, PETERLEE, SR8 3NR"
"172.17.0.201","16","6","onu 1101.0.6","ADTN88888888","<onu-id-long> - BLANK"
"172.17.1.66","1","127","onu 1101.1.127","ADTN12345678","onu-0/1-127 - initial provision"
"172.17.1.66","2","127","onu 1101.2.127","ADTN12345678","onu-0/2-127 - initial provision"
"172.17.1.66","3","127","onu 1101.3.127","ADTN12345678","onu-0/3-127 - initial provision"
"172.17.1.66","4","127","onu 1101.4.127","ADTN12345678","onu-0/4-127 - initial provision"
"172.17.1.66","5","127","onu 1101.5.127","ADTN12345678","onu-0/5-127 - initial provision"
"172.17.1.66","6","127","onu 1101.6.127","ADTN12345678","onu-0/6-127 - initial provision"
"172.17.1.66","7","127","onu 1101.7.127","ADTN12345678","onu-0/7-127 - initial provision"
"172.17.1.66","8","127","onu 1101.8.127","ADTN12345678","onu-0/8-127 - initial provision"
"172.17.1.66","9","127","onu 1101.9.127","ADTN12345678","onu-0/9-127 - initial provision"
"172.17.1.66","10","127","onu 1101.10.127","ADTN12345678","onu-0/10-127 - initial provision"
"172.17.1.66","11","127","onu 1101.11.127","ADTN12345678","onu-0/11-127 - initial provision"
"172.17.1.66","12","127","onu 1101.12.127","ADTN12345678","onu-0/12-127 - initial provision"
"172.17.1.66","13","127","onu 1101.13.127","ADTN12345678","onu-0/13-127 - initial provision"
"172.17.1.66","14","127","onu 1101.14.127","ADTN12345678","onu-0/14-127 - initial provision"
"172.17.1.66","15","127","onu 1101.15.127","ADTN12345678","onu-0/15-127 - initial provision"
"172.17.1.66","16","127","onu 1101.0.127","ADTN12345678","onu-0/0-127 - initial provision"
"172.17.1.66","1","5","onu 1101.1.5","ADTN20116E15","onu-0/1-5 - 43 Rushmoor DL16 6NX"
"172.17.1.74","1","127","onu 1101.1.127","ADTN12345678","onu-0/1-127 - initial provision"
"172.17.1.74","2","127","onu 1101.2.127","ADTN12345678","onu-0/2-127 - initial provision"
"172.17.1.74","3","127","onu 1101.3.127","ADTN12345678","onu-0/3-127 - initial provision"
"172.17.1.74","4","127","onu 1101.4.127","ADTN12345678","onu-0/4-127 - initial provision"
"172.17.1.74","5","127","onu 1101.5.127","ADTN12345678","onu-0/5-127 - initial provision"
"172.17.1.74","6","127","onu 1101.6.127","ADTN12345678","onu-0/6-127 - initial provision"
"172.17.1.74","7","127","onu 1101.7.127","ADTN12345678","onu-0/7-127 - initial provision"
"172.17.1.74","8","127","onu 1101.8.127","ADTN12345678","onu-0/8-127 - initial provision"
"172.17.1.74","9","127","onu 1101.9.127","ADTN12345678","onu-0/9-127 - initial provision"
"172.17.1.74","10","127","onu 1101.10.127","ADTN12345678","onu-0/10-127 - initial provision"
"172.17.1.74","11","127","onu 1101.11.127","ADTN12345678","onu-0/11-127 - initial provision"
"172.17.1.74","12","127","onu 1101.12.127","ADTN12345678","onu-0/12-127 - initial provision"
"172.17.1.74","13","127","onu 1101.13.127","ADTN12345678","onu-0/13-127 - initial provision"
"172.17.1.74","14","127","onu 1101.14.127","ADTN12345678","onu-0/14-127 - initial provision"
"172.17.1.74","15","127","onu 1101.15.127","ADTN12345678","onu-0/15-127 - initial provision"
"172.17.1.74","16","127","onu 1101.0.127","ADTN12345678","onu-0/0-127 - initial provision"
"172.17.1.68","1","127","onu 1101.1.127","ADTN12345678","onu-0/1-127 - initial provision"
"172.17.1.68","2","127","onu 1101.2.127","ADTN12345678","onu-0/2-127 - initial provision"
"172.17.1.68","3","127","onu 1101.3.127","ADTN12345678","onu-0/3-127 - initial provision"
"172.17.1.68","4","127","onu 1101.4.127","ADTN12345678","onu-0/4-127 - initial provision"
"172.17.1.68","5","127","onu 1101.5.127","ADTN12345678","onu-0/5-127 - initial provision"
"172.17.1.68","6","127","onu 1101.6.127","ADTN12345678","onu-0/6-127 - initial provision"
"172.17.1.68","7","127","onu 1101.7.127","ADTN12345678","onu-0/7-127 - initial provision"
"172.17.1.68","8","127","onu 1101.8.127","ADTN12345678","onu-0/8-127 - initial provision"
"172.17.1.68","9","127","onu 1101.9.127","ADTN12345678","onu-0/9-127 - initial provision"
"172.17.1.68","10","127","onu 1101.10.127","ADTN12345678","onu-0/10-127 - initial provision"
"172.17.1.68","11","127","onu 1101.11.127","ADTN12345678","onu-0/11-127 - initial provision"
"172.17.1.68","12","127","onu 1101.12.127","ADTN12345678","onu-0/12-127 - initial provision"
"172.17.1.68","13","127","onu 1101.13.127","ADTN12345678","onu-0/13-127 - initial provision"
"172.17.1.68","14","127","onu 1101.14.127","ADTN12345678","onu-0/14-127 - initial provision"
"172.17.1.68","15","127","onu 1101.15.127","ADTN12345678","onu-0/15-127 - initial provision"
"172.17.1.68","16","127","onu 1101.0.127","ADTN12345678","onu-0/0-127 - initial provision"
"172.17.1.68","10","0","onu 1101.10.0","ADTN20304CE4","onu-0/10-0 - 15 Barrington Terrace, Ferryhill, DL17 8NW"
"172.17.1.68","16","3","onu 1101.0.3","ADTN20116D03","onu-0/0-3 - 11 Hewick Rd Spennymoor"
"172.17.1.69","1","127","onu 1101.1.127","ADTN12345678","onu-0/1-127 - initial provision"
"172.17.1.69","2","127","onu 1101.2.127","ADTN12345678","onu-0/2-127 - initial provision"
"172.17.1.69","3","127","onu 1101.3.127","ADTN12345678","onu-0/3-127 - initial provision"
"172.17.1.69","4","127","onu 1101.4.127","ADTN12345678","onu-0/4-127 - initial provision"
"172.17.1.69","5","127","onu 1101.5.127","ADTN12345678","onu-0/5-127 - initial provision"
"172.17.1.69","6","127","onu 1101.6.127","ADTN12345678","onu-0/6-127 - initial provision"
"172.17.1.69","7","127","onu 1101.7.127","ADTN12345678","onu-0/7-127 - initial provision"
"172.17.1.69","8","127","onu 1101.8.127","ADTN12345678","onu-0/8-127 - initial provision"
"172.17.1.69","9","127","onu 1101.9.127","ADTN12345678","onu-0/9-127 - initial provision"
"172.17.1.69","10","127","onu 1101.10.127","ADTN12345678","onu-0/10-127 - initial provision"
"172.17.1.69","11","127","onu 1101.11.127","ADTN12345678","onu-0/11-127 - initial provision"
"172.17.1.69","12","127","onu 1101.12.127","ADTN12345678","onu-0/12-127 - initial provision"
"172.17.1.69","13","127","onu 1101.13.127","ADTN12345678","onu-0/13-127 - initial provision"
"172.17.1.69","14","127","onu 1101.14.127","ADTN12345678","onu-0/14-127 - initial provision"
"172.17.1.69","15","127","onu 1101.15.127","ADTN12345678","onu-0/15-127 - initial provision"
"172.17.1.69","16","127","onu 1101.0.127","ADTN12345678","onu-0/0-127 - initial provision"
"172.17.1.69","12","11","onu 1101.12.11","ADTN20116CFF","onu-0/12-11 - 19 Meadow Green Spennymoor"
"172.17.1.69","11","10","onu 1101.11.10","ADTN20116D06","onu-0/11-10 - 6 Castle Close Spennymoor"
"172.17.1.70","1","127","onu 1101.1.127","ADTN12345678","onu-0/1-127 - initial provision"
"172.17.1.70","2","127","onu 1101.2.127","ADTN12345678","onu-0/2-127 - initial provision"
"172.17.1.70","3","127","onu 1101.3.127","ADTN12345678","onu-0/3-127 - initial provision"
"172.17.1.70","4","127","onu 1101.4.127","ADTN12345678","onu-0/4-127 - initial provision"
"172.17.1.70","5","127","onu 1101.5.127","ADTN12345678","onu-0/5-127 - initial provision"
"172.17.1.70","6","127","onu 1101.6.127","ADTN12345678","onu-0/6-127 - initial provision"
"172.17.1.70","7","127","onu 1101.7.127","ADTN12345678","onu-0/7-127 - initial provision"
"172.17.1.70","8","127","onu 1101.8.127","ADTN12345678","onu-0/8-127 - initial provision"
"172.17.1.70","9","127","onu 1101.9.127","ADTN12345678","onu-0/9-127 - initial provision"
"172.17.1.70","10","127","onu 1101.10.127","ADTN12345678","onu-0/10-127 - initial provision"
"172.17.1.70","11","127","onu 1101.11.127","ADTN12345678","onu-0/11-127 - initial provision"
"172.17.1.70","12","127","onu 1101.12.127","ADTN12345678","onu-0/12-127 - initial provision"
"172.17.1.70","13","127","onu 1101.13.127","ADTN12345678","onu-0/13-127 - initial provision"
"172.17.1.70","14","127","onu 1101.14.127","ADTN12345678","onu-0/14-127 - initial provision"
"172.17.1.70","15","127","onu 1101.15.127","ADTN12345678","onu-0/15-127 - initial provision"
"172.17.1.70","16","127","onu 1101.0.127","ADTN12345678","onu-0/0-127 - initial provision"
"172.17.1.70","2","1","onu 1101.2.1","ADTN12345678","bug fix"
"172.17.1.67","1","127","onu 1101.1.127","ADTN12345678","onu-0/1-127 - initial provision"
"172.17.1.67","2","127","onu 1101.2.127","ADTN12345678","onu-0/2-127 - initial provision"
"172.17.1.67","3","127","onu 1101.3.127","ADTN12345678","onu-0/3-127 - initial provision"
"172.17.1.67","4","127","onu 1101.4.127","ADTN12345678","onu-0/4-127 - initial provision"
"172.17.1.67","5","127","onu 1101.5.127","ADTN12345678","onu-0/5-127 - initial provision"
"172.17.1.67","6","127","onu 1101.6.127","ADTN12345678","onu-0/6-127 - initial provision"
"172.17.1.67","7","127","onu 1101.7.127","ADTN12345678","onu-0/7-127 - initial provision"
"172.17.1.67","8","127","onu 1101.8.127","ADTN12345678","onu-0/8-127 - initial provision"
"172.17.1.67","9","127","onu 1101.9.127","ADTN12345678","onu-0/9-127 - initial provision"
"172.17.1.67","10","127","onu 1101.10.127","ADTN12345678","onu-0/10-127 - initial provision"
"172.17.1.67","11","127","onu 1101.11.127","ADTN12345678","onu-0/11-127 - initial provision"
"172.17.1.67","12","127","onu 1101.12.127","ADTN12345678","onu-0/12-127 - initial provision"
"172.17.1.67","13","127","onu 1101.13.127","ADTN12345678","onu-0/13-127 - initial provision"
"172.17.1.67","14","127","onu 1101.14.127","ADTN12345678","onu-0/14-127 - initial provision"
"172.17.1.67","15","127","onu 1101.15.127","ADTN12345678","onu-0/15-127 - initial provision"
"172.17.1.67","16","127","onu 1101.0.127","ADTN12345678","onu-0/0-127 - initial provision"
"172.17.1.75","1","127","onu 1101.1.127","ADTN12345678","onu-0/1-127 - initial provision"
"172.17.1.75","2","127","onu 1101.2.127","ADTN12345678","onu-0/2-127 - initial provision"
"172.17.1.75","3","127","onu 1101.3.127","ADTN12345678","onu-0/3-127 - initial provision"
"172.17.1.75","4","127","onu 1101.4.127","ADTN12345678","onu-0/4-127 - initial provision"
"172.17.1.75","5","127","onu 1101.5.127","ADTN12345678","onu-0/5-127 - initial provision"
"172.17.1.75","6","127","onu 1101.6.127","ADTN12345678","onu-0/6-127 - initial provision"
"172.17.1.75","7","127","onu 1101.7.127","ADTN12345678","onu-0/7-127 - initial provision"
"172.17.1.75","8","127","onu 1101.8.127","ADTN12345678","onu-0/8-127 - initial provision"
"172.17.1.75","9","127","onu 1101.9.127","ADTN12345678","onu-0/9-127 - initial provision"
"172.17.1.75","10","127","onu 1101.10.127","ADTN12345678","onu-0/10-127 - initial provision"
"172.17.1.75","11","127","onu 1101.11.127","ADTN12345678","onu-0/11-127 - initial provision"
"172.17.1.75","12","127","onu 1101.12.127","ADTN12345678","onu-0/12-127 - initial provision"
"172.17.1.75","13","127","onu 1101.13.127","ADTN12345678","onu-0/13-127 - initial provision"
"172.17.1.75","14","127","onu 1101.14.127","ADTN12345678","onu-0/14-127 - initial provision"
"172.17.1.75","15","127","onu 1101.15.127","ADTN12345678","onu-0/15-127 - initial provision"
"172.17.1.75","16","127","onu 1101.0.127","ADTN12345678","onu-0/0-127 - initial provision"
"172.17.1.67","1","127","onu 1101.1.127","ADTN12345678","onu-0/1-127 - initial provision"
"172.17.1.67","2","127","onu 1101.2.127","ADTN12345678","onu-0/2-127 - initial provision"
"172.17.1.67","3","127","onu 1101.3.127","ADTN12345678","onu-0/3-127 - initial provision"
"172.17.1.67","4","127","onu 1101.4.127","ADTN12345678","onu-0/4-127 - initial provision"
"172.17.1.67","5","127","onu 1101.5.127","ADTN12345678","onu-0/5-127 - initial provision"
"172.17.1.67","6","127","onu 1101.6.127","ADTN12345678","onu-0/6-127 - initial provision"
"172.17.1.67","7","127","onu 1101.7.127","ADTN12345678","onu-0/7-127 - initial provision"
"172.17.1.67","8","127","onu 1101.8.127","ADTN12345678","onu-0/8-127 - initial provision"
"172.17.1.67","9","127","onu 1101.9.127","ADTN12345678","onu-0/9-127 - initial provision"
"172.17.1.67","10","127","onu 1101.10.127","ADTN12345678","onu-0/10-127 - initial provision"
"172.17.1.67","11","127","onu 1101.11.127","ADTN12345678","onu-0/11-127 - initial provision"
"172.17.1.67","12","127","onu 1101.12.127","ADTN12345678","onu-0/12-127 - initial provision"
"172.17.1.67","13","127","onu 1101.13.127","ADTN12345678","onu-0/13-127 - initial provision"
"172.17.1.67","14","127","onu 1101.14.127","ADTN12345678","onu-0/14-127 - initial provision"
"172.17.1.67","15","127","onu 1101.15.127","ADTN12345678","onu-0/15-127 - initial provision"
"172.17.1.67","16","127","onu 1101.0.127","ADTN12345678","onu-0/0-127 - initial provision"
"172.17.1.72","1","127","onu 1101.1.127","ADTN12345678","onu-0/1-127 - initial provision"
"172.17.1.72","2","127","onu 1101.2.127","ADTN12345678","onu-0/2-127 - initial provision"
"172.17.1.72","3","127","onu 1101.3.127","ADTN12345678","onu-0/3-127 - initial provision"
